"id","title","normalized_title","type","subtype","grade","is_event","is_personal","description","raw_response"
"449","🥏🩸Каменный диск, наполненный кровью врагов","каменный диск наполненный кровью врагов","материал",NULL,NULL,"0","1","Пусто. 
","📋 Страница ресурса

🥏🩸Каменный диск, наполненный кровью врагов
Пусто. 
* Предмет нельзя передать

Дроп c монстров:
💀 Маржана, воплощение зимы🔸30 🏰Зал Маржаны"
"450","🔮Эссенция Пурги","эссенция пурги","материал",NULL,NULL,"0","0","Эссенция в которой содержится энергия снежной девы.

","📋 Страница ресурса

🔮Эссенция Пурги
Эссенция в которой содержится энергия снежной девы.

Дроп c монстров:
🐺Воплощение Пурги🌨🔸28 🏰Зал Пурги"
"451","🔮Эссенция Метели","эссенция метели","материал",NULL,NULL,"0","0","Эссенция в которой содержится энергия снежной девы.

","📋 Страница ресурса

🔮Эссенция Метели
Эссенция в которой содержится энергия снежной девы.

Дроп c монстров:
💨Дух Метели🔸29 🏰Зал Метели"
"452","🔮Эссенция Вьюги","эссенция вьюги","материал",NULL,NULL,"0","0","Эссенция в которой содержится энергия снежной девы.

","📋 Страница ресурса

🔮Эссенция Вьюги
Эссенция в которой содержится энергия снежной девы.

Дроп c монстров:
🌪Дух Вьюги🔸27 🏰Зал Вьюги"
"453","🔮Эссенция Маржаны","эссенция маржаны","материал",NULL,NULL,"0","0","Эссенция в которой содержится энергия снежной девы.

","📋 Страница ресурса

🔮Эссенция Маржаны
Эссенция в которой содержится энергия снежной девы.

Дроп c монстров:
💀 Маржана, воплощение зимы🔸30 🏰Зал Маржаны"
"454","💨Осколок души Пурги","осколок души пурги","материал",NULL,NULL,"0","0","Часть заблудшей души.

","📋 Страница ресурса

💨Осколок души Пурги
Часть заблудшей души.

Дроп c монстров:
🐺Воплощение Пурги🌨🔸28 🏰Зал Пурги"
"455","💨Осколок души Метели","осколок души метели","материал",NULL,NULL,"0","0","Часть заблудшей души.

","📋 Страница ресурса

💨Осколок души Метели
Часть заблудшей души.

Дроп c монстров:
💨Дух Метели🔸29 🏰Зал Метели"
"456","💨Осколок души Вьюги","осколок души вьюги","материал",NULL,NULL,"0","0","Часть заблудшей души.

","📋 Страница ресурса

💨Осколок души Вьюги
Часть заблудшей души.

Дроп c монстров:
🌪Дух Вьюги🔸27 🏰Зал Вьюги"
"457","💨Осколок души Маржаны","осколок души маржаны","материал",NULL,NULL,"0","0","Часть заблудшей души.

","📋 Страница ресурса

💨Осколок души Маржаны
Часть заблудшей души.

Дроп c монстров:
💀 Маржана, воплощение зимы🔸30 🏰Зал Маржаны"
"458","🦴Кость Пурги","кость пурги","материал",NULL,NULL,"0","0","Останки снежной девы.

","📋 Страница ресурса

🦴Кость Пурги
Останки снежной девы.

Дроп c монстров:
🐺Воплощение Пурги🌨🔸28 🏰Зал Пурги"
"459","🦴Кость Метели","кость метели","материал",NULL,NULL,"0","0","Останки снежной девы.

","📋 Страница ресурса

🦴Кость Метели
Останки снежной девы.

Дроп c монстров:
💨Дух Метели🔸29 🏰Зал Метели"
"460","🦴Кость Вьюги","кость вьюги","материал",NULL,NULL,"0","0","Останки снежной девы.

","📋 Страница ресурса

🦴Кость Вьюги
Останки снежной девы.

Дроп c монстров:
🌪Дух Вьюги🔸27 🏰Зал Вьюги"
"461","🦴Кость Маржаны","кость маржаны","материал",NULL,NULL,"0","0","Останки снежной девы.

","📋 Страница ресурса

🦴Кость Маржаны
Останки снежной девы.

Дроп c монстров:
💀 Маржана, воплощение зимы🔸30 🏰Зал Маржаны"
"462","⚱️Прах Пурги","прах пурги","материал",NULL,NULL,"0","0","Пепел некогда великой снежной девы.

","📋 Страница ресурса

⚱️Прах Пурги
Пепел некогда великой снежной девы.

Дроп c монстров:
🐺Воплощение Пурги🌨🔸28 🏰Зал Пурги"
"463","⚱️Прах Метели","прах метели","материал",NULL,NULL,"0","0","Пепел некогда великой снежной девы.

","📋 Страница ресурса

⚱️Прах Метели
Пепел некогда великой снежной девы.

Дроп c монстров:
💨Дух Метели🔸29 🏰Зал Метели"
"464","⚱️Прах Вьюги","прах вьюги","материал",NULL,NULL,"0","0","Пепел некогда великой снежной девы.

","📋 Страница ресурса

⚱️Прах Вьюги
Пепел некогда великой снежной девы.

Дроп c монстров:
🌪Дух Вьюги🔸27 🏰Зал Вьюги"
"465","⚱️Прах Маржаны","прах маржаны","материал",NULL,NULL,"0","0","Пепел некогда великой снежной девы.

","📋 Страница ресурса

⚱️Прах Маржаны
Пепел некогда великой снежной девы.

Дроп c монстров:
💀 Маржана, воплощение зимы🔸30 🏰Зал Маржаны"
